This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202405 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on E/P.

The portfolios are constructed at the end of June.  E/P is earnings before
extraordinary at the last fiscal year end of the prior calendar year divided
by ME at the end of December of the prior year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197211,    1.51,    2.17,    7.48,    7.54,    1.40,    5.49,    8.10,    7.69,    7.51,    0.18,    2.44,    5.25,    5.85,    7.44,    8.94,    7.97,    7.57,    6.99,    8.63
197212,   -4.56,    2.93,   -0.64,   -0.33,    3.20,    1.12,   -0.01,   -0.37,   -1.27,    4.21,    2.36,    1.87,   -0.01,    0.18,   -0.26,   -2.78,    0.63,   -1.13,   -1.58
197301,   -6.10,   -2.29,   -4.85,   -0.58,   -1.53,   -5.00,   -4.94,   -2.27,    0.01,   -4.24,    0.78,   -5.28,   -4.57,   -4.44,   -5.56,   -5.00,   -1.18,    1.15,   -2.37
197302,   -6.17,   -3.17,   -4.93,   -5.05,   -2.80,   -4.96,   -4.94,   -4.14,   -6.06,   -2.78,   -2.81,   -4.71,   -5.33,   -5.19,   -4.61,   -4.42,   -4.03,   -6.78,   -4.49
197303,   -1.91,   -0.97,   -0.67,    0.43,   -0.82,   -1.57,    0.41,    0.08,   -0.09,   -0.68,   -0.94,   -1.60,   -1.54,    1.57,   -1.08,   -2.16,    0.94,    0.89,   -2.18
197304,   -5.89,   -6.32,   -4.43,   -1.52,   -6.32,   -5.99,   -4.35,   -1.32,   -2.52,   -6.67,   -6.04,   -6.30,   -5.51,   -4.50,   -4.15,   -3.37,   -0.56,   -2.81,   -1.86
197305,   -8.72,   -0.94,   -1.89,   -3.57,   -0.61,   -2.28,   -1.78,   -2.15,   -4.91,    0.17,   -1.24,   -2.30,   -2.25,   -1.19,   -2.54,   -1.76,   -2.29,   -5.30,   -4.03
197306,   -6.21,   -0.75,   -1.98,   -0.11,   -0.53,   -2.48,   -1.79,    0.34,   -0.92,   -0.81,   -0.29,   -1.71,   -3.62,   -0.76,   -3.16,   -0.51,    0.65,   -0.49,   -1.84
197307,   11.51,    7.06,    3.94,    3.37,    6.81,    7.32,    4.44,    2.14,    4.12,    5.26,    9.80,    8.14,    6.15,    7.94,    2.80,    2.10,    2.22,    2.63,    6.75
197308,   -6.64,   -3.09,   -3.19,   -2.71,   -3.56,   -1.96,   -3.19,   -2.97,   -2.90,   -3.25,   -4.12,   -1.08,   -3.21,   -1.33,   -4.10,   -3.18,   -2.42,   -2.55,   -3.50
197309,   11.03,    2.35,    9.04,    8.68,    0.79,    9.35,    9.28,    8.55,    8.17,   -1.31,    4.70,    8.92,    9.96,    9.59,    9.13,    8.20,    9.46,    8.14,    8.22
197310,    3.85,    0.59,   -1.15,   -1.10,    0.21,    1.65,   -0.49,   -2.24,   -2.07,    0.64,   -0.55,    2.11,    0.98,    1.20,   -1.34,   -3.25,    0.38,   -1.01,   -3.87
197311,  -22.25,  -12.27,  -11.99,  -12.68,  -12.05,  -13.64,  -11.46,  -11.30,  -13.36,  -11.84,  -12.44,  -13.12,  -14.40,  -12.33,  -11.02,  -11.15,  -11.67,  -12.33,  -15.20
197312,   -3.08,   -1.02,    4.86,    2.48,   -2.20,    3.67,    5.54,    4.64,    1.05,   -2.40,   -1.83,    3.59,    3.79,    3.96,    6.36,    4.66,    4.58,    1.78,   -0.30
197401,   15.72,   -1.75,    0.86,    6.25,   -1.38,   -1.57,   -0.58,    3.11,    7.87,   -2.44,    0.51,   -3.10,    0.72,    1.28,   -1.52,    2.78,    3.94,    7.06,    9.40
197402,    5.26,   -0.72,    0.53,    2.14,   -1.54,    1.61,   -0.29,    1.87,    1.73,   -2.07,   -0.63,    2.35,    0.55,    1.00,   -0.96,    1.52,    2.73,    1.59,    2.00
197403,   -2.31,   -1.77,   -2.83,   -2.24,   -1.69,   -2.17,   -2.68,   -3.27,   -1.58,   -1.20,   -2.52,   -2.06,   -2.34,   -2.06,   -3.01,   -3.31,   -3.18,   -2.68,    0.41
197404,   -7.37,   -3.39,   -5.22,   -6.13,   -3.23,   -4.86,   -5.01,   -5.14,   -6.38,   -3.18,   -3.32,   -3.95,   -6.21,   -5.46,   -4.76,   -4.88,   -5.76,   -8.26,   -3.08
197405,   -8.68,   -2.16,   -5.09,   -5.74,   -0.83,   -7.01,   -6.43,   -3.66,   -5.00,   -0.54,   -1.32,   -7.04,   -6.96,   -6.85,   -6.20,   -2.37,   -6.84,   -5.68,   -3.87
197406,   -2.73,   -1.61,   -2.24,   -3.53,   -1.55,   -2.52,   -2.57,   -1.58,   -4.05,   -1.82,   -1.07,   -1.86,   -3.52,   -1.88,   -2.93,   -1.12,   -2.76,   -3.84,   -4.39
197407,   -8.55,  -10.05,   -2.49,   -6.76,  -10.76,   -3.80,   -3.31,   -3.50,   -4.47,  -12.59,   -7.04,   -4.72,   -3.28,   -3.23,   -3.41,    0.07,   -9.08,   -4.33,   -4.63
197408,   -8.78,  -10.12,   -6.69,   -5.93,   -9.79,   -8.21,   -7.44,   -6.15,   -7.32,   -9.23,  -10.85,  -12.49,   -5.83,   -8.18,   -6.63,   -7.14,   -4.45,   -6.98,   -7.69
197409,  -11.21,  -14.05,   -6.55,   -8.53,  -14.98,   -7.10,   -6.17,   -7.26,   -8.13,  -16.75,  -11.52,   -7.28,   -7.01,   -6.18,   -6.16,   -6.26,   -8.94,   -8.24,   -8.02
197410,   15.52,   21.40,   13.23,    3.79,   22.13,   15.73,   11.70,    8.35,    5.00,   22.62,   21.22,   16.55,   15.31,   11.20,   12.24,   11.76,    2.52,    7.23,    2.61
197411,   -7.13,   -3.89,   -3.66,   -5.11,   -4.16,   -3.29,   -3.96,   -3.56,   -5.05,   -4.83,   -2.93,   -1.96,   -3.98,   -3.03,   -4.96,   -2.68,   -5.18,   -4.44,   -5.74
197412,  -12.64,   -3.72,   -0.62,   -2.68,   -3.78,   -0.84,   -2.24,   -0.84,   -3.54,   -4.03,   -3.33,   -3.30,    0.48,   -2.43,   -2.02,   -0.36,   -1.75,   -3.56,   -3.51
197501,   36.70,   10.79,   16.78,   25.13,    9.82,   14.65,   19.87,   20.73,   26.26,    9.34,   10.69,   17.48,   13.17,   18.54,   21.33,   19.08,   23.94,   26.34,   26.17
197502,    7.83,    8.44,    3.31,    1.82,    9.20,    4.32,    3.46,    1.55,    0.65,   11.33,    5.38,    3.58,    4.71,    4.30,    2.57,    0.73,    3.06,    1.59,   -0.40
197503,    5.88,    3.30,    1.77,    7.43,    3.03,    2.07,    3.60,    3.38,    8.25,    2.88,    3.31,    5.15,    0.41,    3.07,    4.18,    1.63,    6.57,    7.06,    9.62
197504,    6.72,    5.87,    3.08,    3.84,    5.93,    3.83,    3.51,    3.17,    3.77,    5.23,    7.27,    5.46,    2.92,    2.22,    4.89,    2.75,    3.92,    4.60,    2.84
197505,    6.54,    5.58,    5.78,    6.11,    5.62,    5.45,    6.37,    5.29,    6.95,    5.42,    6.00,    5.26,    5.56,    6.77,    5.96,    5.33,    5.21,    7.50,    6.31
197506,    8.48,    4.10,    6.31,    8.33,    3.62,    6.17,    7.20,    7.74,    6.81,    2.51,    5.65,    7.33,    5.50,    8.30,    6.05,    6.45,    9.97,    6.33,    7.38
197507,   -4.06,   -7.48,   -4.35,   -3.82,   -7.78,   -5.38,   -5.14,   -3.51,   -3.69,   -8.83,   -6.10,   -6.31,   -3.86,   -4.76,   -5.42,   -3.02,   -3.94,   -3.64,   -3.78
197508,   -7.63,   -2.74,   -1.46,   -1.81,   -2.79,   -2.42,   -1.28,   -1.23,   -2.06,   -3.36,   -1.91,   -2.55,   -2.20,   -2.01,   -0.74,   -0.85,   -1.57,   -0.30,   -4.84
197509,   -6.23,   -4.16,   -2.79,   -2.94,   -4.81,   -2.27,   -2.69,   -2.32,   -3.83,   -4.51,   -5.26,   -1.71,   -3.15,   -2.70,   -2.68,   -2.53,   -2.13,   -3.44,   -4.46
197510,    0.63,    7.66,    3.95,    2.85,    8.35,    4.18,    4.30,    4.22,    2.10,    8.69,    7.83,    5.12,    2.64,    5.60,    3.36,    5.00,    3.53,    3.19,    0.29
197511,    1.23,    3.49,    2.32,    2.85,    3.51,    3.41,    1.74,    2.09,    3.88,    3.88,    2.93,    3.41,    3.41,    2.75,    0.99,    2.25,    1.94,    4.41,    2.97
197512,    0.07,   -2.06,    0.50,    0.31,   -2.72,    0.10,    1.14,    0.23,    0.52,   -3.24,   -1.89,    0.47,   -0.51,    0.12,    1.90,    0.35,    0.12,    0.59,    0.41
197601,   26.96,   11.14,   12.85,   19.70,   11.41,   11.16,   11.67,   16.70,   22.08,   11.27,   11.63,   10.13,   12.92,   12.95,   10.73,   15.77,   17.52,   21.60,   22.92
197602,   17.26,   -0.93,    1.61,    4.06,   -1.55,    1.46,    1.13,    2.37,    6.32,   -3.20,    1.00,    1.41,    1.54,    1.95,    0.51,    2.89,    1.92,    4.96,    8.65
197603,    6.03,    3.09,    2.44,    2.14,    3.25,    2.31,    2.70,    2.94,    0.89,    3.66,    2.65,    2.51,    1.98,    1.58,    3.56,    2.46,    3.38,    0.75,    1.12
197604,   -1.64,   -1.83,    0.00,   -0.07,   -2.34,   -0.02,   -0.19,    0.75,   -1.01,   -3.19,   -1.05,    0.05,   -0.14,    0.41,   -0.64,    0.64,    0.85,   -0.58,   -1.72
197605,   -5.05,   -1.89,    0.94,   -0.63,   -1.85,   -1.12,    1.67,   -0.21,   -0.99,   -1.45,   -2.44,   -2.03,    0.41,   -0.14,    3.03,   -0.11,   -0.30,   -1.49,   -0.16
197606,    4.63,    4.41,    4.41,    5.67,    4.33,    4.73,    4.24,    5.11,    5.46,    4.74,    3.73,    4.68,    4.81,    3.38,    4.87,    4.27,    5.86,    5.47,    5.44
197607,    2.49,   -1.33,    0.32,   -0.62,   -1.28,   -0.56,    0.49,   -0.02,   -0.86,   -1.75,   -0.86,   -1.54,    0.14,    0.88,   -0.31,    0.29,   -0.38,   -1.03,   -0.64
197608,   -5.89,   -0.23,    0.59,   -1.30,   -0.18,    0.19,    0.72,   -0.44,   -1.49,   -0.30,   -0.07,   -0.49,    0.67,    0.81,    0.55,    0.14,   -1.11,   -1.02,   -2.12
197609,   -1.02,    2.16,    3.00,    3.37,    2.22,    1.71,    3.91,    3.53,    3.46,    0.94,    3.36,    1.90,    1.58,    4.22,    3.25,    3.75,    3.28,    3.13,    3.92
197610,   -4.51,   -2.29,   -1.71,   -1.83,   -2.45,   -0.95,   -2.64,   -1.77,   -2.00,   -2.78,   -2.17,   -1.57,   -0.53,   -2.76,   -2.39,   -1.87,   -1.67,   -1.71,   -2.38
197611,    2.57,   -0.58,    1.75,    2.84,   -1.14,    1.75,    1.73,    1.94,    3.72,   -1.82,   -0.55,    1.83,    1.69,    1.10,    3.06,    1.89,    2.00,    3.74,    3.69
197612,   10.57,    4.53,    6.69,    9.03,    4.31,    5.71,    7.00,    8.20,    9.18,    2.40,    5.94,    5.50,    5.85,    6.59,    7.84,    7.63,    8.88,    9.21,    9.15
197701,    0.57,   -7.00,   -1.47,    0.87,   -7.49,   -3.69,   -0.82,   -0.15,    1.80,  -10.09,   -5.35,   -4.90,   -2.89,   -1.08,   -0.26,   -0.25,   -0.04,    1.24,    2.57
197702,   -4.06,   -1.71,   -1.52,   -1.54,   -1.58,   -1.13,   -2.17,   -1.98,   -1.25,   -1.80,   -1.41,   -2.25,   -0.40,   -2.21,   -2.10,   -2.13,   -1.81,   -1.48,   -0.95
197703,   -1.20,   -1.88,   -0.59,    0.59,   -1.92,   -1.10,   -0.58,   -0.25,    1.27,   -2.56,   -1.42,   -1.71,   -0.71,   -1.05,    0.38,   -0.40,   -0.08,    1.78,    0.58
197704,    2.25,   -1.32,    1.77,    2.51,   -1.90,    0.83,    2.30,    2.20,    3.36,   -3.75,   -0.45,    1.07,    0.67,    2.22,    2.45,    2.65,    1.67,    3.31,    3.44
197705,   -2.16,   -2.01,   -0.40,   -0.08,   -2.36,   -0.68,    0.37,   -0.98,    0.28,   -3.21,   -1.72,   -0.59,   -0.74,    0.16,    0.80,   -1.44,   -0.43,    0.53,   -0.07
197706,    5.39,    6.18,    3.83,    5.27,    6.26,    3.93,    4.64,    4.36,    5.87,    6.48,    6.10,    5.84,    2.69,    4.69,    4.55,    4.09,    4.67,    4.79,    7.34
197707,    0.30,   -1.29,   -1.30,   -1.48,   -1.13,   -1.83,   -1.35,   -0.47,   -1.71,   -0.35,   -2.08,   -1.93,   -1.77,   -1.68,   -1.05,   -0.05,   -1.12,   -1.85,   -1.56
197708,   -1.81,    0.62,   -2.99,   -2.38,    1.10,   -2.33,   -2.55,   -3.54,   -2.51,    2.75,   -0.94,   -1.28,   -2.88,   -3.06,   -2.09,   -4.41,   -2.17,   -2.62,   -2.39
197709,   -1.04,   -1.10,    1.04,    1.27,   -1.28,    0.69,    0.72,    1.34,    1.30,   -1.53,   -0.97,   -0.36,    1.26,   -0.23,    1.54,    1.42,    1.20,    0.67,    1.97
197710,   -6.61,   -4.51,   -3.52,   -3.12,   -4.42,   -4.20,   -3.73,   -2.55,   -3.14,   -4.62,   -4.18,   -4.87,   -3.85,   -4.01,   -3.49,   -2.20,   -3.08,   -2.60,   -3.69
197711,    8.14,    4.59,    3.75,    6.48,    4.19,    3.97,    4.47,    4.96,    6.58,    4.39,    3.92,    6.24,    2.78,    4.91,    4.09,    4.09,    6.33,    6.37,    6.79
197712,   -0.10,    0.51,    0.81,    0.79,    0.58,    1.28,    0.14,   -0.02,    1.55,    0.58,    0.58,    0.21,    1.86,    0.56,   -0.22,    0.23,   -0.41,    1.64,    1.46
197801,    0.40,   -5.90,   -5.75,   -4.13,   -5.94,   -5.62,   -6.22,   -4.87,   -3.77,   -5.79,   -6.13,   -5.75,   -5.55,   -6.79,   -5.73,   -4.97,   -4.72,   -3.70,   -3.84
197802,    1.71,   -2.93,    0.43,    0.81,   -3.27,    0.01,    0.23,    0.07,    1.20,   -3.51,   -2.97,   -1.55,    0.83,   -0.27,    0.65,    0.00,    0.17,    1.20,    1.21
197803,   10.45,    2.50,    3.64,    5.18,    1.78,    3.85,    4.08,    4.12,    5.57,   -0.11,    4.20,    5.37,    3.06,    3.14,    4.87,    3.84,    4.54,    4.78,    6.37
197804,    8.82,   11.31,    6.27,    7.08,   11.70,    7.18,    7.09,    5.53,    7.78,   13.18,    9.90,    9.82,    5.77,    7.11,    7.07,    5.29,    5.91,    7.37,    8.20
197805,    8.82,    2.43,    1.35,    3.82,    2.19,    2.36,    0.80,    2.32,    4.19,    1.67,    2.85,    3.39,    1.80,    1.16,    0.49,    1.77,    3.19,    4.62,    3.75
197806,   -1.24,   -1.02,   -1.65,   -0.49,   -1.03,   -1.71,   -1.49,   -0.67,   -0.61,   -0.75,   -1.39,   -0.94,   -2.15,   -1.79,   -1.24,   -0.93,   -0.28,    0.53,   -1.77
197807,    6.40,    7.13,    4.14,    6.18,    7.38,    4.87,    4.13,    5.04,    6.43,    7.90,    6.76,    6.50,    3.72,    4.12,    4.14,    4.81,    5.54,    6.68,    6.01
197808,    6.87,    4.00,    4.37,    4.87,    4.00,    4.53,    3.64,    4.66,    4.95,    3.35,    4.77,    3.99,    4.92,    3.02,    4.33,    4.65,    4.69,    4.52,    5.68
197809,    0.53,   -2.48,    0.76,   -0.85,   -2.82,    0.13,   -0.48,    0.94,   -0.92,   -2.70,   -2.95,   -1.59,    1.37,   -1.31,    0.42,    1.69,   -0.66,   -0.75,   -1.21
197810,  -23.87,  -11.02,   -9.77,  -14.15,  -10.70,  -10.05,  -10.61,  -11.09,  -14.42,  -10.51,  -10.92,  -11.84,   -8.78,  -10.40,  -10.84,  -10.02,  -13.43,  -12.43,  -17.78
197811,    3.47,    3.49,    3.36,    3.37,    3.38,    3.33,    3.36,    3.54,    3.60,    4.26,    2.36,    3.76,    3.03,    3.77,    2.92,    3.87,    2.78,    2.17,    6.17
197812,   -0.46,    2.92,    0.64,    1.15,    3.68,    0.41,    1.02,    0.98,    1.21,    5.44,    1.58,    0.92,    0.05,    0.64,    1.43,    0.99,    0.97,    0.54,    2.36
197901,   15.75,    4.27,    4.89,    6.64,    3.66,    5.22,    5.01,    5.70,    6.33,    3.06,    4.41,    5.91,    4.74,    5.55,    4.44,    4.94,    7.44,    5.56,    7.63
197902,   -5.33,   -3.55,   -2.28,   -3.30,   -3.52,   -2.43,   -3.06,   -2.67,   -3.17,   -3.35,   -3.73,   -3.65,   -1.57,   -2.73,   -3.41,   -2.24,   -3.66,   -3.26,   -3.01
197903,   11.47,    6.32,    5.79,    8.14,    6.35,    5.39,    6.10,    6.77,    8.68,    6.41,    6.28,    6.23,    4.82,    5.62,    6.63,    6.79,    6.72,    8.28,    9.35
197904,   -0.23,    0.15,    0.92,    1.33,    0.10,   -0.37,    1.77,    2.04,    1.30,    0.29,   -0.12,    0.29,   -0.83,    1.62,    1.94,    2.31,    1.41,    0.92,    1.91
197905,   -2.72,   -1.93,   -1.40,   -0.79,   -2.35,   -0.90,   -1.00,   -2.18,   -0.61,   -2.16,   -2.58,   -0.82,   -0.96,   -1.51,   -0.45,   -2.58,   -1.25,   -0.32,   -1.09
197906,    4.25,    3.12,    5.58,    5.66,    2.86,    4.18,    5.77,    6.53,    5.71,    1.87,    4.08,    3.82,    4.44,    5.75,    5.80,    6.97,    5.53,    4.51,    7.65
197907,   -0.22,    0.49,    2.01,    2.97,   -0.33,    1.53,    3.54,    2.19,    2.62,   -1.29,    1.14,    2.73,    0.92,    3.55,    3.54,    1.07,    3.64,    1.57,    4.33
197908,    8.17,    6.91,    5.89,    6.12,    7.05,    5.81,    5.59,    7.24,    5.90,    6.44,    7.97,    6.54,    5.42,    5.99,    5.18,    7.81,    6.53,    5.88,    5.93
197909,   -2.06,   -0.88,    0.82,   -0.68,   -1.05,    0.27,    1.32,   -0.22,   -0.70,   -1.49,   -0.41,   -0.41,    0.62,   -0.10,    2.81,    0.13,   -0.66,   -0.12,   -1.61
197910,   -9.66,   -6.98,   -6.16,   -9.91,   -6.94,   -5.41,   -7.31,   -7.88,  -10.67,   -6.88,   -7.03,   -7.10,   -4.54,   -7.89,   -6.72,   -7.40,   -8.50,  -10.35,  -11.16
197911,   13.39,    7.23,    5.57,    4.77,    7.58,    5.24,    5.82,    6.71,    4.02,    7.72,    7.38,    6.28,    4.71,    4.47,    7.19,    7.16,    6.14,    3.45,    4.94
197912,   11.91,    3.49,    1.71,    2.86,    3.40,    1.33,    2.94,    3.24,    2.33,    3.11,    3.83,    3.70,    0.10,    2.45,    3.41,    2.81,    3.78,    1.66,    3.39
198001,   21.41,    5.65,    6.17,    6.47,    4.37,    7.06,    5.92,    6.13,    7.45,    4.59,    4.04,    9.07,    5.99,    5.53,    6.29,    7.20,    4.75,    7.83,    6.84
198002,   -2.06,   -2.44,    2.52,   -4.60,   -2.35,    1.28,    1.75,   -0.75,   -4.68,   -2.35,   -2.35,   -2.68,    3.47,    0.35,    3.09,    2.05,   -4.46,   -3.78,   -6.11
198003,  -19.52,  -10.88,  -11.53,  -11.01,  -10.47,  -10.77,  -12.15,  -12.01,  -11.52,  -11.52,   -8.93,  -11.93,  -10.16,  -12.35,  -11.96,  -13.37,  -10.08,  -11.35,  -11.81
198004,    6.13,    3.96,    6.09,    4.30,    4.20,    4.79,    6.47,    6.15,    3.57,    3.30,    5.49,    3.34,    5.53,    6.69,    6.28,    6.57,    5.59,    3.38,    3.89
198005,    1.95,    6.05,    5.54,    7.25,    6.06,    5.35,    6.30,    6.08,    7.12,    5.95,    6.21,    6.03,    5.00,    6.29,    6.31,    5.06,    7.49,    6.37,    8.35
198006,    2.46,    3.36,    3.52,    2.87,    3.43,    3.02,    3.53,    4.02,    2.98,    3.15,    3.81,    3.20,    2.92,    3.11,    3.91,    5.00,    2.69,    2.78,    3.28
198007,    7.84,   10.70,    5.28,    5.05,   11.80,    7.83,    4.31,    4.01,    6.07,   12.86,   11.04,    8.28,    7.48,    5.05,    3.85,    4.19,    3.87,    4.51,    8.56
198008,    4.28,    3.04,    1.49,    2.44,    3.63,    1.87,    2.10,    0.46,    3.24,    4.92,    2.70,    1.70,    2.01,    1.31,    2.60,   -0.96,    1.51,    3.40,    2.99
198009,   -0.22,    4.25,    2.61,    1.94,    4.34,    4.37,    1.30,    2.01,    2.22,    6.72,    2.59,    4.06,    4.62,    3.62,   -0.13,    2.57,    1.60,    1.89,    2.71
198010,    1.61,    2.24,    1.95,    2.15,    2.05,    4.06,    0.09,    2.23,    1.36,    3.18,    1.20,    2.69,    5.15,    1.64,   -0.89,    1.03,    3.11,    1.33,    1.41
198011,    7.35,   12.11,    9.74,   10.66,   12.45,   11.79,    8.51,   11.55,    8.02,   16.05,    9.65,   11.30,   12.16,   12.28,    6.06,    8.42,   13.81,    8.82,    6.78
198012,   -4.74,   -2.73,   -2.62,   -4.19,   -2.00,   -4.75,   -1.11,   -4.00,   -3.07,   -1.66,   -2.27,   -4.46,   -4.98,   -2.27,   -0.33,   -1.89,   -5.46,   -2.71,   -3.62
198101,    1.93,   -6.03,   -3.20,   -2.96,   -6.41,   -5.43,   -1.49,   -2.98,   -2.92,   -8.06,   -5.04,   -5.13,   -5.67,   -4.67,    0.58,   -2.95,   -3.00,   -3.14,   -2.58
198102,    2.82,    1.95,    2.15,    1.24,    1.90,    2.91,    1.75,    0.08,    2.58,    1.56,    2.18,    2.07,    3.56,    1.78,    1.73,    0.64,   -0.31,    2.30,    3.01
198103,   11.20,    4.59,    4.58,    3.94,    4.61,    4.62,    4.44,    2.48,    6.53,    6.34,    3.22,    4.53,    4.69,    4.28,    4.54,    4.76,    0.84,    5.07,    8.81
198104,   -1.71,   -1.30,   -1.87,    0.95,   -1.33,   -3.05,   -0.12,    0.26,    0.37,    0.42,   -2.79,   -1.25,   -4.42,   -2.52,    1.35,   -1.64,    1.68,    1.21,   -0.90
198105,    2.58,    1.85,    0.84,    0.36,    2.78,   -1.26,    2.70,   -0.01,    1.24,    4.69,    1.13,   -0.38,   -1.94,    1.67,    3.31,    1.00,   -0.74,    1.36,    1.06
198106,   -8.13,   -4.07,    1.12,    1.20,   -5.52,    0.35,    1.11,    1.93,    0.24,   -7.72,   -3.53,   -0.52,    1.05,    1.03,    1.16,    1.27,    2.42,    0.91,   -0.76
198107,   -4.57,    0.53,   -0.37,   -0.52,    0.47,   -0.40,   -0.14,    0.55,   -1.64,    1.35,   -0.25,    0.61,   -1.82,   -0.35,    0.18,    0.92,    0.36,   -1.24,   -2.05
198108,  -10.01,   -7.48,   -5.85,   -3.47,   -8.66,   -5.94,   -5.87,   -3.89,   -3.81,   -9.89,   -7.64,   -5.68,   -6.30,   -6.13,   -5.47,   -5.24,   -3.21,   -3.13,   -4.54
198109,   -7.00,   -7.41,   -5.89,   -3.26,   -8.46,   -5.49,   -6.20,   -3.96,   -3.78,  -10.55,   -6.76,   -5.86,   -4.96,   -6.68,   -5.46,   -6.27,   -2.86,   -3.63,   -3.94
198110,   -8.84,    8.20,    6.62,    4.32,   10.92,    5.34,    7.14,    3.60,    5.86,   12.14,    9.96,    4.27,    6.87,    7.61,    6.43,    4.72,    3.14,    5.98,    5.73
198111,    1.33,    4.08,    4.30,    5.01,    2.51,    5.48,    4.69,    4.24,    5.54,    1.09,    3.63,    6.48,    4.10,    4.77,    4.57,    3.41,    4.58,    5.80,    5.26
198112,   -1.05,   -3.06,   -2.24,   -3.11,   -3.44,   -2.10,   -2.63,   -2.91,   -2.95,   -3.65,   -3.27,   -2.50,   -1.53,   -3.07,   -1.96,   -2.10,   -3.25,   -3.15,   -2.73
198201,   -0.60,   -2.67,   -2.94,   -1.09,   -3.56,   -1.63,   -3.30,   -1.43,   -1.64,   -5.26,   -2.23,   -1.37,   -2.00,   -2.77,   -4.11,   -3.27,   -0.65,   -1.07,   -2.26
198202,   -2.69,   -7.38,   -4.79,   -1.81,   -8.32,   -5.70,   -5.26,   -2.81,   -0.46,   -9.94,   -7.10,   -6.04,   -5.22,   -5.86,   -4.32,   -2.70,   -2.86,   -0.87,   -0.01
198203,    6.48,   -3.08,   -0.10,    0.80,   -3.98,   -0.80,   -0.72,    1.06,    0.32,   -4.47,   -3.63,   -1.79,    0.55,   -0.86,   -0.49,    0.76,    1.19,    1.06,   -0.48
198204,    3.26,    6.59,    4.42,    2.26,    5.98,    6.06,    4.37,    2.07,    3.93,    5.99,    5.98,    7.44,    4.24,    4.42,    4.31,    4.84,    0.90,    4.02,    3.83
198205,    0.81,   -3.99,   -2.99,   -1.46,   -4.89,   -3.25,   -2.33,   -1.22,   -2.96,   -5.22,   -4.66,   -2.75,   -3.93,   -2.24,   -2.45,   -3.55,   -0.20,   -3.66,   -2.18
198206,    3.10,   -3.33,   -0.62,   -2.22,   -4.18,   -1.27,   -0.90,   -1.87,   -2.05,   -5.96,   -2.92,   -2.18,   -0.01,    0.11,   -2.42,   -0.68,   -2.37,   -1.28,   -2.89
198207,   -3.00,   -0.61,   -2.31,   -3.68,   -1.80,    0.25,   -3.06,   -2.70,   -3.69,   -2.39,   -1.35,    1.34,   -1.11,   -4.57,   -1.57,   -1.55,   -3.65,   -3.90,   -3.39
198208,   12.11,   11.42,   11.75,   12.56,   12.01,   11.12,   11.70,   12.16,   12.56,   11.84,   12.14,   10.47,   11.95,   13.03,   10.43,   11.66,   12.58,   12.41,   12.77
198209,    0.38,    2.08,    1.54,    2.13,    1.35,    2.29,    1.31,    2.29,    2.31,    1.39,    1.32,    3.25,    1.07,    0.84,    1.77,    2.92,    1.77,    2.37,    2.24
198210,   21.12,   13.71,   11.39,    9.51,   15.36,   12.10,   10.55,   12.01,    7.93,   20.22,   11.65,   11.10,   13.39,   10.55,   10.55,   11.30,   12.62,    6.92,    9.37
198211,    9.71,    7.84,    4.39,    2.78,    8.87,    6.26,    4.05,    3.28,    2.22,   11.34,    6.85,    6.14,    6.42,    3.10,    4.96,    2.61,    3.86,    1.54,    3.17
198212,    4.86,    1.67,    0.34,    1.79,    0.48,    2.03,    0.36,    0.40,    2.71,    0.25,    0.69,    3.66,   -0.04,    1.59,   -0.80,    0.83,    0.04,    2.78,    2.61
198301,    6.18,    3.95,    4.33,    3.86,    5.20,    1.39,    6.44,    3.32,    3.98,    7.29,    3.40,    1.94,    0.66,    4.89,    7.95,    2.97,    3.62,    3.21,    5.03
198302,    3.91,    3.31,    2.84,    3.82,    3.01,    4.22,    1.92,    4.02,    3.32,    3.11,    2.92,    3.81,    4.76,    3.01,    0.90,    3.10,    4.81,    3.00,    3.73
198303,    4.11,    2.80,    3.51,    4.52,    2.38,    2.99,    2.92,    5.95,    4.27,    1.79,    2.91,    3.48,    2.34,    2.68,    3.15,    7.05,    5.01,    3.71,    5.01
198304,   14.78,    6.59,    7.51,    7.63,    5.97,    7.67,    7.08,    7.84,    7.80,    7.44,    4.66,    7.61,    7.76,    7.42,    6.75,    8.49,    7.29,    8.12,    7.39
198305,    2.89,    1.61,    0.12,    0.83,    2.92,   -0.80,    0.43,    0.27,    1.45,    5.24,    0.81,   -0.49,   -1.21,    1.34,   -0.45,    1.01,   -0.37,    2.18,    0.50
198306,    8.08,    5.77,    3.39,    1.30,    5.39,    5.02,    3.31,    2.71,    1.15,    5.31,    5.46,    6.41,    3.13,    5.33,    1.32,    3.99,    1.58,    0.41,    2.14
